perc_pixels,cutoff_sol,carbon_strg,prop_carbon_strg,prop_carbon_strg_rounded
0.01,3.941133975982666,58868802.29772949,0.02090149473235438,0.02
0.02,3.8851280212402344,110160217.21472168,0.039112621795557155,0.04
0.03,3.8356103897094727,155771498.4100952,0.055307005177428745,0.06
0.04,3.7889959812164307,198493651.90411377,0.07047559756179435,0.07
0.05,3.7407875061035156,241691270.67907715,0.08581300491567173,0.09
0.060000000000000005,3.6941335201263428,284283451.05615234,0.10093545006562615,0.1
0.06999999999999999,3.6475672721862793,327184453.2842407,0.11616754307727041,0.12
0.08,3.599623680114746,367399349.8970337,0.13044592851924647,0.13
0.09,3.555842399597168,405062091.9085083,0.14381816598685368,0.14
0.09999999999999999,3.5085391998291016,441447136.26123047,0.15673675415565416,0.16
0.11,3.4625086784362793,478120061.3161621,0.16975755498627076,0.17
0.12,3.4193918704986572,514213963.91467285,0.18257277264973562,0.18
0.13,3.3725392818450928,547414355.0838013,0.1943606428636402,0.19
0.14,3.3265559673309326,579572525.6671753,0.20577847041941622,0.21
0.15000000000000002,3.276069164276123,611376976.3650513,0.21707070896989744,0.22
0.16,3.228466033935547,643344537.1574097,0.22842086010985818,0.23
0.17,3.1861014366149902,675496484.7775879,0.2398364781891818,0.24
0.18000000000000002,3.1445770263671875,707424853.8245239,0.2511727142157289,0.25
0.19,3.106421947479248,740142827.4020996,0.2627893010273037,0.26
0.2,3.0712761878967285,772866159.137207,0.27440779026422185,0.27
0.21000000000000002,3.035431385040283,805516653.4765625,0.28600041842729096,0.29
0.22,3.0025267601013184,839013879.6895142,0.29789368056123955,0.3
0.23,2.9705209732055664,872387205.3709717,0.3097429515452873,0.31
0.24000000000000002,2.9378504753112793,906243889.4875488,0.32176383998019464,0.32
0.25,2.906338691711426,939901683.9518433,0.333714112216755,0.33
0.26,2.8761701583862305,973736107.3327637,0.34572709692964143,0.35
0.27,2.843991279602051,1007313845.6674194,0.35764894506537714,0.36
0.28,2.8139045238494873,1040184783.4386597,0.3693198421425481,0.37
0.29000000000000004,2.784213066101074,1073744211.6445923,0.3812351892277423,0.38
0.3,2.753284215927124,1108155417.019043,0.3934529616266176,0.39
0.31,2.719426393508911,1144223816.0664673,0.4062591241994762,0.41
0.32,2.6826858520507812,1180182728.4244995,0.4190264132880397,0.42
0.33,2.6454179286956787,1214986052.3529053,0.43138340822194293,0.43
0.34,2.60947585105896,1249239091.5473633,0.4435450233788001,0.44
0.35000000000000003,2.5741641521453857,1284582160.0758057,0.4560936557925594,0.46
0.36000000000000004,2.536475896835327,1319266031.1411133,0.46840823873078147,0.47
0.37,2.4974687099456787,1352636958.005188,0.48025665800956374,0.48
0.38,2.465198040008545,1383466121.281372,0.4912026186656192,0.49
0.39,2.4251978397369385,1417127099.918335,0.5031540214495265,0.5
0.4,2.3840646743774414,1452964160.975891,0.5158780469720649,0.52
0.41000000000000003,2.33972430229187,1486645701.0542603,0.5278367501399186,0.53
0.42000000000000004,2.296787977218628,1522119137.6050415,0.5404316700000983,0.54
0.43,2.255387306213379,1558209823.820221,0.553245745679751,0.55
0.44,2.21604061126709,1595590338.4266663,0.5665177777008518,0.57
0.45,2.1794400215148926,1633398380.753479,0.5799416043575899,0.58
0.46,2.1431257724761963,1673300088.9857178,0.5941087915921813,0.59
0.47000000000000003,2.105374813079834,1710181275.869751,0.6072035362326601,0.61
0.48000000000000004,2.0658397674560547,1743894465.413391,0.6191734766111556,0.62
0.49,2.02656888961792,1778712371.6704712,0.6315356490321841,0.63
0.5,1.9908502101898193,1808019720.6027832,0.6419412862359092,0.64
0.51,1.9468977451324463,1839388597.7600403,0.6530788734649866,0.65
0.52,1.910010814666748,1869217219.4413452,0.6636695896781689,0.66
0.53,1.8717491626739502,1899909029.3358154,0.6745667827209504,0.67
0.54,1.8352981805801392,1930859095.434906,0.6855556701840322,0.69
0.55,1.8010799884796143,1962391938.6783752,0.6967514739242918,0.7
0.56,1.764363408088684,1992134992.7409363,0.7073118091706015,0.71
0.5700000000000001,1.728819489479065,2022017171.1410828,0.7179215408118724,0.72
0.5800000000000001,1.693953037261963,2051757628.4775696,0.7284809540850105,0.73
0.59,1.657183051109314,2083620237.1920166,0.7397938417642248,0.74
0.6,1.6270952224731445,2109155913.02182,0.7488603383296616,0.75
0.61,1.5964546203613281,2136399282.2376404,0.7585331551006937,0.76
0.62,1.5612701177597046,2170798405.0884094,0.7707466375735772,0.77
0.63,1.517970085144043,2208602157.4407654,0.7841689410656677,0.78
0.64,1.4748773574829102,2249205896.9543457,0.798585386014977,0.8
0.65,1.4356012344360352,2288541684.80011,0.8125516420005002,0.81
0.66,1.3997650146484375,2329269061.157242,0.8270119844767397,0.83
0.67,1.3611266613006592,2367756933.207535,0.8406771861373782,0.84
0.68,1.3250041007995605,2402870204.237686,0.8531442284556614,0.85
0.6900000000000001,1.2870855331420898,2431683410.1423492,0.8633744191157793,0.86
0.7000000000000001,1.2502493858337402,2457474521.7713165,0.8725316087104997,0.87
0.7100000000000001,1.2113162279129028,2482025460.7894135,0.8812484723552846,0.88
0.72,1.1709738969802856,2503535545.2760468,0.8888856740655563,0.89
0.73,1.1320793628692627,2525738001.1675873,0.896768703730664,0.9
0.74,1.0909271240234375,2546895056.7651825,0.9042805617754186,0.9
0.75,1.050004482269287,2566181737.5762787,0.9111283392338242,0.91
0.76,1.0081446170806885,2585234912.6105804,0.917893209964504,0.92
0.77,0.9700067639350891,2602508918.963814,0.9240263830325194,0.92
0.78,0.9333210587501526,2619912383.7030106,0.9302055205786058,0.93
